,category,message
4018,spam,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm
4019,ham,"I'll see, but prolly yeah"
4020,ham,Thought we could go out for dinner. I'll treat you! Seem ok?
4021,ham,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?
4022,ham,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.
4023,ham,"Sure thing big man. i have hockey elections at 6, shouldnât go on longer than an hour though"
4024,ham,Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...
4025,ham,Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:)
4026,ham,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well."
4027,ham,Yunny... I'm goin to be late
4028,ham,Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later
4029,ham,"Cool, want me to go to kappa or should I meet you outside mu"
4030,ham,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe"
4031,ham,May b approve panalam...but it should have more posts..
4032,spam,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
4033,ham,Me i'm not workin. Once i get job...
4034,ham,And by when you're done I mean now
4035,ham,"Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U... Gud nyt..."
4036,ham,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx
4037,spam,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end
4038,ham,Is it your yahoo boys that bring in the perf? Or legal.
4039,ham,No need to say anything to me. I know i am an outsider
4040,ham,have you ever had one foot before?
4041,ham,Just got to  &lt;#&gt;
4042,ham,"Good! No, donât need any receiptsâwell done! (â¦) Yes, please tell . Whatâs her number, i could ring her"
4043,ham,Leave it wif me lar... Ã wan to carry meh so heavy... Is da num 98321561 familiar to Ã¼?
4044,ham,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-)
4045,ham,Infact happy new year. How are you where are you when are we seeing
4046,spam,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)"
4047,ham,That's a shame! Maybe cld meet for few hrs tomo?
4048,ham,Lol I would but despite these cramps I like being a girl.
4049,ham,I canÂt wait for cornwall. Hope tonight isnÂt too bad as well but itÂs rock night shite. Anyway iÂm going for a kip now have a good night. Speak to you soon.
4050,ham,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks
4051,spam,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's
4052,ham,"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ..."
4053,ham,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?
4054,ham,Ã comin to fetch us oredi...
4055,ham,What's nannys address?
4056,ham,Haf u eaten? Wat time u wan me 2 come?
4057,spam,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery
4058,ham,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order"
4059,ham,This single single answers are we fighting? Plus i said am broke and you didnt reply
4060,ham,It certainly puts things into perspective when something like this happens
4061,ham,Now got tv 2 watch meh? U no work today?
4062,ham,i felt so...not any conveying reason.. Ese he... What about me?
4063,ham,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.
4064,ham,I told that am coming on wednesday.
4065,ham,"Its ok, called mom instead have fun"
4066,spam,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply."
4067,ham,Well if I'm that desperate I'll just call armand again
4068,ham,Are you at work right now ?
4069,ham,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic
4070,ham,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!"
4071,ham,Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back
4072,ham,Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.
4073,ham,And pls pls drink plenty plenty water
4074,ham,How are you doing. How's the queen. Are you going for the royal wedding
4075,ham,He's in lag. That's just the sad part but we keep in touch thanks to skype
4076,ham,Ok lor then we go tog lor...
4077,ham,Two teams waiting for some players
4078,ham,Can Ã¼ send me a copy of da report?
4079,ham,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care."
4080,ham,"Ok da, i already planned. I wil pick you."
4081,spam,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or Â£10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+"
4082,ham,I just really need shit before tomorrow and I know you won't be awake before like 6
4083,ham,I'm good. Have you registered to vote?
4084,ham,"Hmm ok, i'll stay for like an hour cos my eye is really sore!"
4085,ham,Dear got bus directly to calicut
4086,ham,Mm umma ask vava also to come tell him can play later together
4087,ham,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want"
4088,ham,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning"
4089,ham,&lt;#&gt;  w jetton ave if you forgot
4090,ham,Ok i'm coming home now.
4091,ham,Can not use foreign stamps in this country.
4092,ham,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy"
4093,spam,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost Â£1.50. 2 cancel send STOP"
4094,ham,Wylie update: my weed dealer carlos went to freedom and had a class with lunsford
4095,ham,Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*
4096,ham,C movie is juz last minute decision mah. Juz watch 2 lar but i tot Ã¼ not interested.
4097,ham,How are you enjoying this semester? Take care brother.
4098,spam,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!
4099,ham,"Get the door, I'm here"
4100,ham,"Lets use it next week, princess :)"
4101,ham,Or i go home first lar Ã¼ wait 4 me lor.. I put down my stuff first..
4102,ham,I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!
4103,ham,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:)
4104,ham,Oi when you gonna ring
4105,spam,Missed call alert. These numbers called but left no message. 07008009200
4106,ham,I attended but nothing is there.
4107,ham,Ard 530 like dat lor. We juz meet in mrt station then Ã¼ dun haf to come out.
4108,ham,No dear i was sleeping :-P
4109,ham,Er mw im filled tuth is aight
4110,ham,Will be office around 4 pm. Now i am going hospital.
4111,ham,Actually i'm waiting for 2 weeks when they start putting ad.
4112,ham,Anything lor if they all go then i go lor...
4113,ham,U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?
4114,ham,Yo you around? A friend of mine's lookin to pick up later tonight
4115,ham,Stupid auto correct on my phone
4116,ham,Double eviction this week - Spiral and Michael and good riddance to them!
4117,ham,"The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!, Gud night...."
4118,ham,"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday."
4119,ham,Buy one egg for me da..please:)
4120,ham,Have you started in skye
4121,ham,Have you bookedthe hut? And also your time off? How are you by the way?
4122,ham,And several to you sir.
4123,ham,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.
4124,ham,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...
4125,spam,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP
4126,ham,Life style garments account no please.
4127,ham,Lol wtf random. Btw is that your lunch break
4128,ham,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx"
4129,ham,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe"
4130,ham,Detroit. The home of snow. Enjoy it.
4131,spam,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!
4132,ham,"Aight, I'm chillin in a friend's room so text me when you're on the way"
4133,ham,Is toshiba portege m100 gd?
4134,ham,Well welp is sort of a semiobscure internet thing
4135,spam,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones
4136,spam,"accordingly. I repeat, just text the word ok on your mobile phone and send"
4137,ham,Loosu go to hospital. De dont let it careless.
4138,ham,How much for an eighth?
4139,ham,Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/
4140,ham,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must."
4141,ham,Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...
4142,ham,"How about clothes, jewelry, and trips?"
4143,spam,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just Â£5 by replying GET BBDELUXE and take the challenge
4144,ham,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!
4145,spam,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
4146,ham,Are you plans with your family set in stone ?
4147,ham,Pls dont forget to study
4148,ham,You'll never believe this but i have actually got off at taunton. Wow
4149,ham,"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat..."
4150,ham,She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy
4151,ham,&lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla
4152,ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
4153,ham,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630
4154,ham,Hey so whats the plan this sat?
4155,ham,Beauty sleep can help ur pimples too.
4156,ham,Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today
4157,spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
4158,ham,Where to get those?
4159,ham,"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park."
4160,ham,Ball is moving a lot.will spin in last :)so very difficult to bat:)
4161,ham,Haiyoh... Maybe your hamster was jealous of million
4162,ham,Can you please send me my aunty's number
4163,ham,I'm glad. You are following your dreams.
4164,ham,I've reached home finally...
4165,spam,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !"
4166,ham,"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)"
4167,ham,U can call now...
4168,ham,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend."
4169,ham,Yes. I come to nyc for audiitions and am trying to relocate.
4170,ham,I pocked you up there before
4171,ham,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing
4172,ham,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-)
4173,ham,Hey mr whats the name of that bill brison book the one about language and words
4174,ham,"Okay, good, no problem, and thanx!"
4175,ham,"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less."
4176,ham,Call me when u're done...
4177,ham,G.W.R
4178,ham,You best watch what you say cause I get drunk as a motherfucker
4179,spam,Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA
4180,spam,Please CALL 08712402578 immediately as there is an urgent message waiting for you
4181,spam,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???
4182,ham,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there."
4183,ham,Are there TA jobs available? Let me know please cos i really need to start working
4184,ham,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.
4185,ham,Yup i'm free...
4186,ham,"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?"
4187,ham,Yo come over carlos will be here soon
4188,ham,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.
4189,ham,I guess it is useless calling u 4 something important.
4190,ham,Ha ha - had popped down to the loo when you hello-ed me. Hello!
4191,ham,He dint tell anything. He is angry on me that why you told to abi.
4192,ham,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
4193,ham,I keep ten rs in my shelf:) buy two egg.
4194,ham,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?"
4195,ham,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.
4196,ham,Captain is in our room:)
4197,ham,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later."
4198,ham,HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN
4199,ham,S...i will take mokka players only:)
4200,ham,Are you still playing with gautham?
4201,ham,Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish
4202,ham,"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;"
4203,ham,Sorry . I will be able to get to you. See you in the morning.
4204,ham,Aight well keep me informed
4205,ham,Am only searching for good dual sim mobile pa.
4206,ham,That seems unnecessarily hostile
4207,ham,Dude got a haircut. Now its breezy up there
4208,spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
4209,ham,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-)
4210,ham,i thought we were doing a king of the hill thing there.
4211,ham,Nope i'll come online now..
4212,ham,ALSO TELL HIM I SAID HAPPY BIRTHDAY
4213,ham,Y bishan lei... I tot Ã¼ say lavender?
4214,ham,Boo what time u get out? U were supposed to take me shopping today. :(
4215,ham,"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?"
4216,ham,"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min"
4217,ham,on a Tuesday night r u 4 real
4218,ham,Yes when is the appt again?
4219,ham,Just got outta class gonna go gym.
4220,ham,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
4221,ham,Ã all write or wat..
4222,ham,Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!
4223,ham,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?
4224,ham,Hi:)did you asked to waheeda fathima about leave?
4225,ham,Enjoy urself tmr...
4226,ham,You still around? I could use a half-8th
4227,ham,You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days
4228,ham,Ã bot notes oredi... Cos i juz rem i got...
4229,ham,Yes. Rent is very expensive so its the way we save.
4230,ham,Hows the pain dear?y r u smiling?
4231,ham,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits"
4232,spam,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
4233,ham,Great. So should i send you my account number.
4234,ham,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ"
4235,spam,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p"
4236,ham,Ã only send me the contents page...
4237,ham,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs!"
4238,ham,"Don't Think About ""What u Have Got"" Think About ""How to Use It That You Have Got"" gooD ni8"
4239,ham,"I can't right this second, gotta hit people up first"
4240,ham,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)"
4241,ham,So what about you. What do you remember
4242,ham,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.
4243,ham,Mm yes dear look how i am hugging you both. :-P
4244,ham,I like dis sweater fr mango but no more my size already so irritating.
4245,ham,1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible
4246,ham,Anytime lor...
4247,spam,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM
4248,spam,"Ur balance is now Â£600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!"
4249,ham,Me fine..absolutly fine
4250,ham,K and you're sure I don't have to have consent forms to do it :V
4251,spam,Ur TONEXS subscription has been renewed and you have been charged Â£4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*
4252,spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy"
4253,ham,How much is torch in 9ja.
4254,ham,"Doing nothing, then u not having dinner w us?"
4255,ham,How are you. Just checking up on you
4256,ham,Done it but internet connection v slow and canât send it. Will try again later or first thing tomo.
4257,ham,Mathews or tait or edwards or anderson
4258,ham,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke
4259,ham,No need lar i go engin? Cos my sis at arts today...
4260,ham,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!
4261,spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705
4262,ham,", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers,"
4263,ham,S.i'm watching it in live..
4264,ham,"see you then, we're all christmassy here!"
4265,ham,"K I'm ready,  &lt;#&gt; ?"
4266,ham,what are your new years plans?
4267,spam,RECPT 1/3. You have ordered a Ringtone. Your order is being processed...
4268,ham,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!
4269,ham,"Only just got this message, not ignoring you. Yes, i was. Shopping that is"
4270,ham,Dear :-/ why you mood off. I cant drive so i brother to drive
4271,ham,When did dad get back.
4272,ham,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand."
4273,ham,Yes just finished watching days of our lives. I love it.
4274,ham,Juz go google n search 4 qet...
4275,ham,Many times we lose our best ones bcoz we are
4276,ham,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8"
4277,ham,Just getting back home
4278,ham,"Sorry, I'll call later  &lt;#&gt; mins"
4279,ham,Dun need to use dial up juz open da browser n surf...
4280,spam,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP
4281,ham,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit"
4282,ham,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.
4283,spam,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with ""ADP"""
4284,ham,You also didnt get na hi hi hi hi hi
4285,ham,Ya but it cant display internal subs so i gotta extract them
4286,ham,If i said anything wrong sorry de:-)
4287,ham,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.
4288,ham,"Yeah I should be able to, I'll text you when I'm ready to meet up"
4289,ham,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night
4290,ham,"says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !"
4291,ham,"When you get free, call me"
4292,ham,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already â¦
4293,ham,Still at west coast... Haiz... Ã'll take forever to come back...
4294,ham,MMM ... Fuck .... Merry Christmas to me
4295,ham,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...
4296,ham,Update your face book status frequently :)
4297,ham,Just now saw your message.it k da:)
4298,ham,Was it something u ate?
4299,ham,So what did the bank say about the money?
4300,ham,Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...
4301,ham,Hey they r not watching movie tonight so i'll prob b home early...
4302,ham,Yar lor... How u noe? U used dat route too?
4303,ham,2mro i am not coming to gym machan. Goodnight.
4304,ham,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks
4305,ham,Can u look 4 me in da lib i got stuff havent finish yet.
4306,ham,Sounds great! Im going to sleep now. Have a good night!
4307,spam,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324
4308,ham,How come u got nothing to do?
4309,ham,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love
4310,ham,i want to grasp your pretty booty :)
4311,ham,I've got it down to a tea. not sure which flavour
4312,ham,I'm going 2 orchard now laready me reaching soon. U reaching?
4313,ham,Dear i am not denying your words please
4314,ham,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm
4315,ham,COME BACK TO TAMPA FFFFUUUUUUU
4316,ham,"2 celebrate my bÂday, y else?"
4317,ham,Merry christmas to u too annie!
4318,ham,Please tell me you have some of that special stock you were talking about
4319,ham,I sent them. Do you like?
4320,ham,"Awesome, be there in a minute"
4321,ham,"And that is the problem. You walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad."
4322,ham,I've told you everything will stop. Just dont let her get dehydrated.
4323,ham,Or I guess  &lt;#&gt;  min
4324,ham,I'm home. Ard wat time will u reach?
4325,ham,"If you want to mapquest it or something look up ""usf dogwood drive"", that's the tiny street where the parking lot is"
4326,ham,Aight should I just plan to come up later tonight?
4327,ham,Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...
4328,spam,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send ""go stop"" to 89123"
4329,ham,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.
4330,ham,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha."
4331,ham,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?"
4332,ham,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.
4333,ham,CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X
4334,ham,Hey u still at the gym?
4335,ham,Much better now thanks lol
4336,ham,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting."
4337,ham,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester"
4338,ham,Wa... U so efficient... Gee... Thanx...
4339,spam,3. You have received your mobile content. Enjoy
4340,ham,S but not able to sleep.
4341,spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min
4342,ham,We will meet soon princess! Ttyl!
4343,ham,I'll pick you up at about 5.15pm to go to taunton if you still want to come.
4344,ham,Oh :-)only 4 outside players allowed to play know
4345,ham,I anything lor.
4346,ham,Erutupalam thandiyachu
4347,ham,"Y cant u try new invention to fly..i'm not joking.,"
4348,ham,No..its ful of song lyrics..
4349,ham,"What do u reckon as need 2 arrange transport if u can't do it, thanks"
4350,ham,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.
4351,ham,Shopping? Eh ger i toking abt syd leh...Haha
4352,ham,What not under standing.
4353,ham,have * good weekend.
4354,ham,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.
4355,ham,Call me when you get the chance plz &lt;3
4356,ham,The new deus ex game comin early next yr
4357,ham,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7
4358,ham,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!"
4359,ham,Probably a couple hours tops
4360,ham,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!"
4361,ham,Man this bus is so so so slow. I think you're gonna get there before me
4362,ham,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.
4363,ham,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade"
4364,spam,"Latest Nokia Mobile or iPOD MP3 Player +Â£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.Â£1,50/Mtmsgrcvd18+"
4365,spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
4366,ham,Nvm take ur time.
4367,ham,So wat's da decision?
4368,ham,Wot is u up 2 then bitch?
4369,ham,She told to hr that he want posting in chennai:)because i'm working here:)
4370,spam,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a
4371,ham,When are you guys leaving?
4372,ham,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ã got a lot of work ar?
4373,ham,Not able to do anything.
4374,ham,Ã takin linear algebra today?
4375,ham,This weekend is fine (an excuse not to do too much decorating)
4376,ham,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*"
